,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,created_at
1180,Eduardo_Brand,Ingeniero Civil Especialista en Ingeniería Hidráulica y Ambiental y en Alta Gerencia,Villamaría,387,324,6659,3143,"Ayer, en las #EleccionesColombia, casi 6 millones votaron en contra de lo que nos divide, y a favor de lo que nos une: el deseo de que Colombia sea un país sin odios, sin ladrones, sin pobreza. Un país del que nadie se quiera ir. #ColombiaEsRodolfo #RodolfoPresidente",['EleccionesColombia'],2022-05-31 01:15:40+00:00
1181,Veruska_2021,,,121,121,9369,642,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/nPLRTod3ap,['EleccionesColombia'],2022-05-31 01:15:38+00:00
1182,kurrunga,,"Medellín, Colombia",55,254,78303,642,“No duda: ingeniero mejor que guerrillero”: la fuerte frase de Juan Carlos Echeverry | #EleccionesColombia #ColombiaVota2022  https://t.co/nPLRTod3ap,['EleccionesColombia'],2022-05-31 01:15:16+00:00
1183,ValentinaMarod,Estadística | Unal | Analista de datos 🌱,,322,256,2847,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-31 01:15:16+00:00
1184,anamilemontoya,,Bogota,1345,501,403,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-31 01:15:11+00:00
1185,f3a817c9a9e540b,,"Bogotá, D.C., Colombia",83,32,10012,30,"Le aposté todo mi tiempo, mi dinero y hasta mi fé a Rodolfo Hernández y valió la pena cada maldito segundo.

Ahora estoy más que seguro que podemos cambiar la historia todos los colombianos. Te amo Colombia.

#RodolfoPresidente #RodolfoHernandezPresidente #EleccionesColombia",[],2022-05-31 01:15:10+00:00
1186,pichi1307,"Economista
 
💫💫",En el paraiso,280,411,79876,323,“Tenemos ‘anticuerpos’ maravillosos que nos protegen del cáncer de la izquierda”: Abelardo de la Espriella | #EleccionesColombia #ColombiaVota2022   https://t.co/bNh3RISN7v,[],2022-05-31 01:15:09+00:00
1187,paansamu,,,479,51,1285,53,"🇨🇴🗳️ #EleccionesColombia 
Gustavo Petro fue el candidato más votado en 18 de las 20 localidades. 
Federico Gutiérrez, quien quedó en tercer lugar en la votación general de la capital, encabezó la elección en Usaquén y Chapinero. https://t.co/fxgUwTkW7C",['EleccionesColombia'],2022-05-31 01:15:04+00:00
1188,RTporColombia,"Nos cansamos de ver todos los días lo mismo, nada pasa en este país.

La esperanza está perdida pero vamos a recuperarla.",Colombia,1043,1997,2106,16,"Empecé a revisar el programa de @ingrodolfohdez y entre lo más interesante que he encontrado (llevando apenas 1/3) está lo siguiente:

Parte 1

#EleccionesColombia 

Abro hilo 🧶",[],2022-05-31 01:15:00+00:00
1189,oscarle72756666,,,1221,133,37258,30,"Le aposté todo mi tiempo, mi dinero y hasta mi fé a Rodolfo Hernández y valió la pena cada maldito segundo.

Ahora estoy más que seguro que podemos cambiar la historia todos los colombianos. Te amo Colombia.

#RodolfoPresidente #RodolfoHernandezPresidente #EleccionesColombia",[],2022-05-31 01:14:59+00:00
1190,eyderalex,Médico en formación,Bugalagrande ,937,1636,120548,758,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 01:14:54+00:00
1191,inigualable30,Mi sonrisa,"Envigado, Colombia",42,4,550,1,Al parecer el crecimiento de Petro en estos dos años no fue mucho. Tenemos los mismos votos de hace 4 años en segunda vuelta. Se tomo lo que se tenia. El trump colombiano bienvenido a la Casa de Nariño #EleccionesColombia #EleccionesColombia2022 #RodolfoHernandez #PetroPresidente,[],2022-05-31 01:14:40+00:00
1192,ranchodemancho,"Diseñador Visual, Publicista, Locutor, Opinólogo y Todero.",Colombia,2946,555,30215,200,"Por favor envíen los E14 con departamento, municipio y puesto de votación. 

Llegan más formularios. #EleccionesColombia https://t.co/iHzrAx9u8X",[],2022-05-31 01:14:38+00:00
1193,Yenlvarez4,,,76,17,44,758,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 01:14:32+00:00
1194,rocaflora504,Caminante,,2729,2258,90211,4,"Sorpresas de #EleccionesColombia  @CarlosAmayaR 
Con una responsabilidad histórica enorme,  el valor de la factura lo sabremos con el tiempo. En poco tiempo. 
#SinPingadas",['EleccionesColombia'],2022-05-31 01:14:30+00:00
1195,silviofon1,El poder tramitir lo que siento...,,61,10,170,2,"Elecciones en Colombia 🇨🇴 : Si están interesados en ponerse al día de las propuestas de @petrogustavo y Rodofo Hernández, les recomiendo esta nota de @bbcmundo, dinámica y sencilla para entendimiento de todos. #Colombia #EleccionesColombia #ColombiaDecide

https://t.co/oJ8BzwVxLE",[],2022-05-31 01:14:27+00:00
1196,DiazMoni3377,"Hija de Dios,esposa de Chemel, abogada especialista en Derecho administrativo,Derecho de las telecomunicaciones. con Maestría en Derecho Constitucional",Bogotá,987,183,7764,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 01:14:26+00:00
1197,florezacosta_,"If this is paradise...
I WISH I HAD A LAWNMOWER.

@Lidio_Dominante enthusiast.

5' 952. 748 razones para creer en Colombia.
#RodolfoPresidente","Bogotá, D.C., Colombia",4991,871,95763,53,"🇨🇴🗳️ #EleccionesColombia 
Gustavo Petro fue el candidato más votado en 18 de las 20 localidades. 
Federico Gutiérrez, quien quedó en tercer lugar en la votación general de la capital, encabezó la elección en Usaquén y Chapinero. https://t.co/fxgUwTkW7C",['EleccionesColombia'],2022-05-31 01:14:19+00:00
1198,cafependiente17,En formación de todo ! aprendiendo a vivir sin tanto peso... Amo comer y criticar... #sigamonoslosbuenos,Colombia,1571,1065,19807,758,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 01:14:17+00:00
1199,chavelaregueiro,,,54,11,2726,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 01:14:16+00:00
1200,Revolucionart15,"Un ARTE sin ReEVOLUCIÓN!
No es ARTE...
es ,$olo,mercancía💰$💰
Por un MUND🌎))) mejor ...
por un mundo mujer ...",,1185,976,61591,1,"@HENRYMARQUEZD #RodolfoHernandez
#EleccionesColombia
#LaPrimeraVueltaFue
Cómo candidato le dijeron comunista,Castro Chavista,socialista....
De presidente: le besan los pies. https://t.co/Zw9nHIphFj","['RodolfoHernandez', 'EleccionesColombia', 'LaPrimeraVueltaFue']",2022-05-31 01:14:11+00:00
1201,marco_caldono,"AgradecidoConUribe
y de derecha. 
No pierdo tiempo con mamertos y criminales, el mamerto es terco entre otras cosas y el criminal defiende su actividad.","Montañas Huila-Cauca, Colombia",10500,10820,483673,1,#EleccionesColombia | Luis Ernesto Gómez no se le despegó a Petro durante la votación | #ColombiaVota2022 | #PetroORodolfo https://t.co/Pr3Z4rKGOr,"['EleccionesColombia', 'ColombiaVota2022']",2022-05-31 01:14:09+00:00
1202,madresgigantes,,Venezuela,1390,419,7085,1437,"#LaPrimeraVueltaFue al parecer un robo, boletines q informan en lo medios desde la app de la Registraduría presuntamente no contenían la información real, fuente de la entidad denuncia en el vídeo. Rodolfo NO tiene 5' de votos @petrogustavo @GustavoBolivar 
#EleccionesColombia https://t.co/kv11f2b587",['LaPrimeraVueltaFue'],2022-05-31 01:14:09+00:00
1203,ladybonobo,"Analista comportamiento animal, descendiente de bonobo y pacifista",,547,213,16047,0,"Este es el machismo que representa @ingrodolfohdez, sus seguidores. Esto es lo que toca cambiar. Desconocen el FEMINICiDIO, desconocen las luchas de las mujeres #EleccionesColombia https://t.co/7SSFrljjoV",['EleccionesColombia'],2022-05-31 01:14:08+00:00
1204,jorgelu10288268,Jorge Luis Salazar Bencosme,,18,28,707,80,Con el 98% de los votos computados #EleccionesColombia  definitivamente habrá 2 vuelta entre Gustavo Petro y Rodolfo Hernandez. Felicito a nuestro equipo de jóvenes quienes asistieron a colaborar y aprender con este proceso cívico y democrático. https://t.co/YSojptDDmZ,['EleccionesColombia'],2022-05-31 01:14:03+00:00
1205,kurrunga,,"Medellín, Colombia",55,254,78303,172,"“En segunda vuelta vamos a sacar 12 millones de votos, va a ser aterrador lo que va a pasar”: Rodolfo Hernández | #EleccionesColombia #ColombiaVota2022   https://t.co/roa12rNcco",[],2022-05-31 01:14:00+00:00
1206,CAROL4225,"Magíster. MBA en Administración y Dirección de Empresas, (Con toda contra los corruptos, me enamora la justicia. Quiero un mejor país).",Bogota,1656,238,7388,200,"Por favor envíen los E14 con departamento, municipio y puesto de votación. 

Llegan más formularios. #EleccionesColombia https://t.co/iHzrAx9u8X",[],2022-05-31 01:13:58+00:00
1207,sergiovs81,"Dios, familia, excelsitud, felicidad, igualdad, cambio, verdad, dignidad, y bienestar",Colombia,1546,1115,10554,0,"Yo me #RodolFico !
att. El Uribista promedio #EleccionesColombia","['RodolFico', 'EleccionesColombia']",2022-05-31 01:13:50+00:00
1208,Rembertojulian,Nada que decir,"Cartagena, Colombia",1391,1392,69741,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-31 01:13:37+00:00
1209,Donnecio1945,"El que riendo la hace , llorando la paga .

Silvestre Dangond .",Venezuela,1303,1318,57278,13,"🇨🇴- Gustavo Petro en la primera vuelta 

2010🔴 9.1% 
2018🔴 25.1%
2022🔴 40.3% 

#EleccionesColombia",['EleccionesColombia'],2022-05-31 01:13:30+00:00
1210,MagdaMilenaAmad,Abogada. Mg. Gobierno. Esp. D. Administrativo. U. Externado. Esp. Gerencia Estrategica. Exp. Control Fiscal. Mamá Orgullosa de Daniel Tamayo! Santandereana!,"Güepsa, Santander ",1702,881,28590,35,"#EleccionesColombia | “Olvídense de esos cuentos que soy uribista o petrista”: Rodolfo Hernández advierte que vendrán nuevos ataques en su contra. #ColombiaVota2022 | #PetroORodolfo 
 https://t.co/wn4wqlHfCS",['EleccionesColombia'],2022-05-31 01:13:25+00:00
1211,vanhauthen,"Analista de riesgos.               Al terrorismo, al comunismo, al socialismo ¡fuego a discreción! La gloria es de Dios.",🇨🇴🇺🇸🇪🇸,607,497,9096,11,"#Elecciones2022🗳️ | ""El éxito de los 50 años de casado es no pelear con la mujer. Prefiero lo malo conocido que lo bueno por conocer"". #EleccionesColombia

El ingeniero Rodolfo Hernández (@ingrodolfohdez) habló con @GiovanniCelisS y @paulitagarciag en #RedMásNoticias. https://t.co/RI8qc22sIi",['Elecciones2022'],2022-05-31 01:13:24+00:00
1212,NotiNalDigital,Medio de Comunicación digital con cobertura mundial. Noticias y opinión desde las regiones. Revive el legado de Javier Ayala bajo la dirección @carmelocastilla,Latinoamerica,3086,3201,3174,0,#EnVivo - Balance del @ingrodolfohdez sobre las #EleccionesColombia y su hoja de ruta para enfrentar la #SegundaVuelta #NoticieroNacionalDigital https://t.co/V5mxOpWypC,"['EnVivo', 'EleccionesColombia', 'SegundaVuelta', 'NoticieroNacionalDigital']",2022-05-31 01:13:09+00:00
1213,CazdosMdc,"Writer, Painter & Artist since 2001   https://t.co/dEDvCit3bI",Bogotá D.C,410,579,1760,0,Viejito ya es meme y aún no ha sido elegido presidente #EleccionesColombia,['EleccionesColombia'],2022-05-31 01:13:08+00:00
1214,Danielguer969,la vida sobre todas las cosas,,168,93,5437,77,"#PetroORodolfo | ""No tengo ningún interés diferente, de generarles felicidad, que lleguen a fin de mes bien, que les alcance la plata"": @ingrodolfohdez en #SemanaNoticias #EleccionesColombia #ColombiaVota2022 

Vea más: https://t.co/mbnSuQHWKz https://t.co/qP2YklLAih",['PetroORodolfo'],2022-05-31 01:13:05+00:00
1215,ivelics,,,173,142,14826,159,"#EleccionesColombia | ""Si van en la lucha contra la corrupción, también incluya usted su labor en Canal Capital, en la alcaldía de Gustavo Petro que fue un desastre"": le dice @MariaFdaCabal a @HOLLMANMORRIS. #PetroORodolfo #ColombiaVota2022  

Vea más: https://t.co/UOdrEp0MCx https://t.co/m3U4yiUtZl",['EleccionesColombia'],2022-05-31 01:13:03+00:00
1216,kurrunga,,"Medellín, Colombia",55,254,78303,323,“Tenemos ‘anticuerpos’ maravillosos que nos protegen del cáncer de la izquierda”: Abelardo de la Espriella | #EleccionesColombia #ColombiaVota2022   https://t.co/bNh3RISN7v,[],2022-05-31 01:13:02+00:00
1217,victorcermola,,,557,93,5613,758,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 01:13:02+00:00
1218,Andres12_018,"☕ El arte de vencer se aprende en las derrotas🍀.
A Dios gracias por cada día de vida y bendición .",Bogota D.C.,1567,315,54679,6,"#Elecciones2022🗳️ | ""Vamos a trabajar de seis de la mañana a cuatro de la tarde y media hora de almuerzo"". #EleccionesColombia

El ingeniero Rodolfo Hernández (@ingrodolfohdez) habló con @GiovanniCelisS y @paulitagarciag en #RedMásNoticias. https://t.co/kGJlXhHD4z",['Elecciones2022'],2022-05-31 01:12:56+00:00
1219,makaroba70,,"Durania, Colombia",324,79,2744,758,#PetroPresidente2022 #EleccionesColombia Para quién pueda hacer algo con esta información. Una persona chilena me dijo que en sus elecciones Boric perdió durante la primera vuelta y hubo un abstencionismo de más del 50%. Y me dijo que esto hicieron... Sigo 🧵,"['PetroPresidente2022', 'EleccionesColombia']",2022-05-31 01:12:55+00:00
1220,carturoduarte,"Esperas un tren, un tren que te llevara muy lejos, sabes adonde esperas que te lleve ese tren, pero no estas segura de eso, pero no importa !Dime porque¡.",Colombia,199,58,377,0,#EleccionesColombia Es fácil decir le voy a quitar la chequera a los ladrones. Pero esos ladrones llevan años en el poder y le van a decir bueno mijo si quiere gobernar que nos va a dar cambio porque nada es gratis 🫵,['EleccionesColombia'],2022-05-31 01:12:53+00:00
1221,maotaxi,"transportador independiente, servicio ejecutivo y personalizado.","bogota, colombia",2147,857,49371,660,"Señor @petrogustavo y señora @FranciaMarquezM. Ponemos a su disposición, todos nuestros conocimientos en materia de comunicación. Creemos en usted, en su campaña está el cambio. No más continuismo. #PetroPresidente2022 #EleccionesColombia",[],2022-05-31 01:12:52+00:00
1222,armando_otero,,venezuela,680,334,5867,2442,"TUITAZO DE PETR0! QUE DESPUÈS BORRÒ!!!

QUE TODA #COLOMBIA Y EL MUNDO ENTERO VEA ESTE MENSAJE.
            👇

#EleccionesColombia https://t.co/jTsQMhcA8U",['COLOMBIA'],2022-05-31 01:12:51+00:00
1223,FERJEDY,Escribano a merced del Lector exigente; Columnas firmes @LaOrejaRoja; Blog @ELTIEMPO @eltiempoblogs https://t.co/njH95W3Cey…,,69,2365,98166,0,"Ojalá Rodolfo Hernández @ingrodolfohdez no vaya a aceptar ningúna alianza o ""coqueteo"" de NINGÚN HP expresidente; pierde TODO lo que ha conseguido hasta ahora. 

A esas aves de mal agüero, ""cadáveres insepultos"", hay es que defenestrarlos..

#EleccionesColombia 
#ColombiaDecide","['EleccionesColombia', 'ColombiaDecide']",2022-05-31 01:12:48+00:00
1224,Tziphora,Arquitecto,Caracas,665,317,44151,385,"ÚLTIMA HORA | Fico Gutiérrez reconoce su derrota y ofrece su apoyo a Rodolfo Hernández: ""No queremos perder el país"" #EleccionesColombia https://t.co/2UzCqJ3JmL",[],2022-05-31 01:12:46+00:00
1225,gato3109,,,123,21,2293,954,"Se los pongo en criollo, para que se entienda: pueden poner un pastor alemán en segunda vuelta contra @petrogustavo y el 99% de los que fuimos con @FicoGutierrez nos vamos con el pastor alemán. Esto es todos contra Petro, punto #CualquieraMenosPetro #EleccionesColombia",[],2022-05-31 01:12:46+00:00
1226,DavidRamrezJ1,"Defensa y Justicia. empresa de consultorías, representaciones jurídicas y análisis político. 
Somos abogados especializados.
Miembro del @CPenalistas","Tuluá, Colombia",1566,251,872,1,"Promesas populistas de Rodolfo Hernández, q un estudiante de derecho de primer semestre sabe que son inverosímiles. 
1. ""Disminuir el tamaño del Estado.
2. "" Cambiar todo el Código de procedimiento Penal""
¡Hágame el favor!

#EleccionesColombia 
#ColombiaDecide 
#RodolfoHernandez",[],2022-05-31 01:12:36+00:00
